,predictions,reference
0,Several people are walking down the street. A lot of people are walking to the checkpoint on a revolving bike. People are,This church choir sings to the masses as they sing joyous songs from the book at a church. The church is filled with song.
1,The woman in the hoodie is playing with a green ball. The woman in the hoodie is wearing an orange jersey.,"A woman with a green headscarf, blue shirt and a very big grin. The woman is very happy."
2,Trying to find a good chemistry with my friends ? http://blip.fm/7ozj ),An old man with a package poses in front of an advertisement. A man poses in front of an ad.
3,gonna eat ice cream with a friend &amp; a little ice cream! http://blip.fm/,A statue at a museum that no seems to be looking at. There is a statue that not many people seem to be interested in.
4,"hey , i hope you got a good time ! &amp; i'm gonna miss these two rappers",A land rover is being driven across a river. A Land Rover is splashing water as it crosses a river.
5,hey there! http://blip.fm/7g2z - my new stud of the Beatles X,A land rover is being driven across a river. A vehicle is crossing a river.
6,"a rumination on this fascinating , eloquent culture of capitalism !",A man playing an electric guitar on stage. A man playing guitar on stage.
7,"oh, hey! i'm gonna miss my GF @mileycyrus http://plurk.com",A blond-haired doctor and her African american assistant looking threw new medical manuals. A doctor is looking at a.
8,"Two people, one person, one person, one person, are using a light truck. A few people are using a light truck, making","One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat."
9,a great actor with a great voice and a great story. He is a deft little man to entertain,A young family enjoys feeling ocean waves lap at their feet. A family is at the beach.
10,"a ponder of a logical , humourous look at God ...",A couple walk hand in hand down a street. A couple is walking together.
11,"Laughing , chatting , chatting , &amp; enjoying my new album YES! http://bit.ly",3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people pose for a picture.
12,A woman in an orange shirt is on the window of a restaurant. The woman in the pink shirt is so happy and the child is on his,3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.
13,A woman wearing a denim jacket playing with a whistle. There is a basketball game in the kitchen.,A man reads the paper in a bar with green lighting. The man is inside.
14,"oh yeah he is a great actor , and his humor is sporadic ... FUCK",Three firefighter come out of subway station. Three firefighters coming up from a subway station.
15,Several people are walking down the street with a group of people on bikes. People are sitting on a ledge next to a train,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is."
16,"oh, hey! I hope you feel better soon ! http://plurk.com/p/xyg2",Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass
17,"Off to the gym, off to the gym, off to the gym, off to the beach, off to the beach, off to the pool,",A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is.
18,a reelection of a tv game on a college campus. a tv game on the college student',A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat.
19,oh yea gonna see my friends &amp; kids ! http://blip.fm/7z,Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a.
20,A large rock-headed dog is jumping on the edge of a stone path at nighttime. A dog is playing with a ball that is,A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building.
21,Attempting to get an idea out of my surroundings at a cafe. A Attempting to get an idea out of a cafe,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors."
22,A guy in a blue shirt standing in a pool. The man is wearing a pair of shoes to go outside.,People jump over a mountain crevasse on a rope. People are jumping outside.
23,oh no! its sunny outside with the sunshine to the left and the tears to the right ... GROSS FIELDS,A snowboarder on a wide plain of snow A snow field with a snowboarder on it
24,a group of barefoot guys with a skier around him. the guy sleeping inside of an RV,An older women tending to a garden. The lady has a garden
25,"a dazzling , incisive study of chemistry and outer space ... FUCK !",A man in a black shirt overlooking bike maintenance. A man watches bike repairs.
26,"Trying to construct a 1st level of a physical game, I have a 1st level of a physical game",A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt
27,"oh, i gotta find a solution to my problems... &lt;3 I gotta find a solution to",A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.
28,"Caucasian woman in the background to the right of a yellow car, reads a newspaper. A woman is walking by a blue",A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.
29,"hey , i hope you feel better ! &lt;3 @MichaelBoston , @","Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward."
30,a lone blond girl tries to make a list of books to go back to school. The lone blo,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a.
31,'s a horde horde horde horde horde horde,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street."
32,Two white dogs are running in the grass while one is looking at the camera. A dog sits inside of a computer in the middle of the,"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy."
33,he was a genius at his job ... it was a great way to put an euphoria behind his story,People are conversing at a dining table under a canopy. People are talking underneath a covering.
34,a sudsy little boy in a t-shirt and blue baseball cap. a turkball tournament,A girl playing a violin along with a group of people A girl is playing an instrument.
35,o r u gonna look at my chemistry with a certain degree of humor ? Stupid,A woman within an orchestra is playing a violin. A woman is playing the violin.
36,a view of the great pleasures of having a concert in front of people to celebrate their success on tuesday!,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are."
37,a huddle a huddle a huddle a huddle a huddle a huddle,A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had.
38,"a dazzling , absorbing movie spoof of america 's greatest hits , YU",Three boys in white shirts are walking behind an older model Ford car. there are three boys
39,a ludicrous effort to improve my understanding of reality . Stupid reality is a ludicrous endeavor,Three boys in white shirts are walking behind an older model Ford car. The boys are on the street
40,One man is trying to fix some type of firetruck while wearing helmets. Some firefighters are having a fight with his shit.,Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles
41,"hey , i hope u feel better ! http://blip.fm/7oz0 ... Y",Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake
42,"oh yeah, i'm gonna see my new album! http://plurk.com/p/xyz8",A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd on the ground is watching 3 people on.
43,A boy poses in the air. a dog is swimming in the water,A woman working long hours. A woman is working.
44,ive stayed in the sexy demographic with a great soundtrack and excellent characters .,Two teenage girls conversing next to lockers. People talking next to lockers.
45,A woman stands in front of the wall with two people on a cellphone. The woman is trying to break up the conversation with the people.,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging."
46,o r u gonna feel better ? &lt;3 i figured out my new GF logo http://,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.
47,Trying to eat ice cream with my friends &amp; i hope it feels better! http://plurk.com/,A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.
48,"a dazzling , incisive look at america 's future and its philosophies",A guy riding a motorcycle near junk cars A man is riding a motorcycle.
49,The boy is kneeling down at the side of the road. A person is going to rescue his dog after he jumps up.,"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes"
50,"Trying to get a new album , fucking studs! http://plurk.com/p/xo",A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.
51,"hey , i hope u feel better soon ! http://plurk.com/p/x2oz",The man in the black wetsuit is walking out of the water. a person is walking out of water.
52,A man in blue walks down the sidewalk with a green fence in his hand. A person is swimming.,Five girls and two guys are crossing a overpass. There are people outside.
53,"A white dog with a gray collar is walking along a tee. The lady is outside, and she looks away.",A woman is painting a mural of a woman's face. There is a woman painting.
54,hey ! i hope u feel better ! http://plurk.com/p/xo2gz !,A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.
55,One young man is smiling while talking on the phone. Two young people are smiling while hugging each other. Two people are smiling.,Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown
56,"Two brown dogs, one brown and white, are swimming in a lake in the rain. One of the dogs is wearing a goggles","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."
57,a woman in a shell surrounded by a lot of characters .,The girls walk down the street. Girls walk down the street.
58,"astonishing , ponderous and absorbing ... with a view of his art &amp; history",A man wearing a red uniform and helmet stands on his motorbike. a person standing.
59,The golden ball is playing with the right sides of the yellow golf ball. The golden ball is playing with the right sides of the yellow golf.,A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.
60,A person in a red and white shirt is walking on a path that is lined with trees and rocks. A guy is chasing his wife,A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.
61,a king pointing to a man on a motorcycle. Two people have a couple of glasses on their shoes.,A person rolls down a hill riding a wagon as another watches. Two people are outside.
62,"A young man, with one leg in the water, is holding a toy horse. A man with a toy horse sits in",a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation
63,A runner is attempting a trick at a baseball game. A runner is attempting a trick at a baseball game He,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is ."
64,A man is performing a trick on his shoulder. A monkey is dressed properly.,Six dogs swimming in a river. Six dogs are outdoors.
65,Two little siblings are eating a bowl of noodles outside. Two siblings are eating a bowl of noodles outside. Two siblings are eating a bowl,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies.
66,another downed and downed with three dogs at the side of the house eating chicken wings. another downed and three cats at the,This church choir sings to the masses as they sing joyous songs from the book at a church. The church has cracks in the ceiling.
67,a waded out of a water fountain. A waded out of a water fountain to play with a new water fountain,"A woman with a green headscarf, blue shirt and a very big grin. The woman is young."
68,a l a l a l a l a l a l a l a,An old man with a package poses in front of an advertisement. A man poses in front of an ad for beer.
69,"a pond , a pond , a pond , a pond ... there is no pond",A statue at a museum that no seems to be looking at. The statue is offensive and people are mad that it is on display.
70,an old man with a ponytail. A man and a little girl on a sidewalk,A man playing an electric guitar on stage. A man is performing for cash.
71,"Two women are walking together outside on a sandy beach. Two women are walking together outside on a sandy beach, while they look at each other",A blond-haired doctor and her African american assistant looking threw new medical manuals. A doctor is studying
72,"oh my God, i hope he gets better soon ! &lt;3 @MichaelSpark","One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat."
73,": http://twitpic.com/6g2rx - Italy, Italy, Italy, Italy, Italy, Italy and Germany",A young family enjoys feeling ocean waves lap at their feet. A young man and woman take their child to the beach for the first time.
74,omg im stuck in an 80's and 89's twitchy boo,A couple walk hand in hand down a street. The couple is married.
75,a lone man attempting a sand sculpture. The lone man has a sand sculpture,A man reads the paper in a bar with green lighting. The man is reading the sportspage.
76,"A couple of children crossing the street, one wearing a yellow uniform. A couple of children are taking a stroll to a local restaurant.",Three firefighter come out of subway station. Three firefighters putting out a fire inside of a subway station.
77,a hr a hr a hr a hr a hr a hr,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is."
78,a twitpic : a twitpic : a twitpic : a twitpic,Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking .
79,A middle eastern man is sitting at a table outside of a liquor store. A couple of people are trying to decide what kind of liquor they,During calf roping a cowboy calls off his horse. A first time roper falls off his horse.
80,"oh, hey ! i hope you got a new album ! http://plurk.com/p/x",A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is.
81,"Two people are sitting on the couch in front of a room with cups and towels. People are sitting on the couch while they are at school,",A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat s.
82,"oh, hey! I hope you feel better soon ! http://plurk.com/p/xy8z",Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are building a.
83,a huddle a huddle a huddle a huddle a huddle a huddle,A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with body.
84,A man is playing the drums in front of a group of people. A man is doing his job to start a new team.,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn."
85,Britney Spears and Sloane's cute little girl on the subway. boobs and taxicabs screaming!,People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.
86,a heist a heist a heist a heist a heist a heist,A snowboarder on a wide plain of snow A snowboarder gliding over a field of snow
87,"russian basketball players are excited to compete in the big game, and they ARE OUT! http://plurk.com",A snowboarder on a wide plain of snow A snowmobile in a blizzard
88,i found myself groaning with his flinching exclamation point ... and amazing physics,An older women tending to a garden. The lady is weeding her garden
89,"a rocky , suffocating vista , and a bright white woman",A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.
90,a hr a hr a hr a hr a hr a hr,A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy
91,A woman in an orange shirt is walking with a large black bag as a man sits on the curb. The woman is wearing an am,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a.
92,"a pond , a pond , a pond ... a pond , a pond ...","A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street."
93,"The kids are watching the band perform as they go through a sprinkler. The band doesn't know whether it is raining, or not",A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.
94,"'s a schmaltzy , a tief , a tief , and a tief",People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.
95,gonna eat ice cream with my mom &amp; a little ice cream! http://blip.fm/,A girl playing a violin along with a group of people A group of people are playing in a symphony.
96,"People on an asian street, with woman walking by. A woman runs out of a subway at night.",A woman within an orchestra is playing a violin. A woman is playing a concert.
97,oh oh oh oh oh ! I realized that my new album was bursting with typos,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are."
98,Girl in white shirt is playing a tuba for the camera. A person in a black shirt is looking at the back of a car,A Ford car is making a right turn as 3 males are walking across the street behind the car. A sedan was turning a corner as.
99,"There is one woman, and she is inside, talking to her daughter. There is a woman, and she is inside, talking to a",A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on.
100,Man in white dress with a cart on the sidewalk A woman is in front of a vehicle,A woman working long hours. A woman is working in a factory.
101,Is at the start of an ice hockey game. Everyone is standing on top of a ice hockey helmet.,Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.
102,The man in the jackets is standing on a scaffold as a group of people watch. The men are taking a break to work outside,An old woman watches a man look down at some balls on the ground. An elderly female is stalking a male.
103,A woman is walking down the sidewalk on a bright blue and white blouse. The woman is doing all the things on the green blouse while standing on,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck."
104,I'm looking forward to the NBA Finals tomorrow! Tired and exhausted. Getting ready for the NBA Finals! http://myloc,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because.
105,hey ! i'm gonna miss my friends ! &lt;3 http://plurk.com/p,A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.
106,'Rox' is broken. A reflective helmet is broken. A reflective helmet is broken. A reflective helmet is broken. A reflective helmet,A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.
107,"People with white and black helmets are riding in a race. The people are at the peak of the race, but they are not wearing helmet","Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together"
108,SCORE SCORE SCORE SCORE SCORE SCORE SCORE SCORE SCORE SCORE,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowne.
109,"A young man is standing on the side of a street, smiling as she holds an old woman's hand. A young boy stands at the",The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying .
110,a stud stud stud stud a stud stud a stud hacked my wireless! http://bit.,Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.
111,People watching a group of young people dance next to the red velvet hoses. The priestess of the band is giving instructions to,A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her.
112,"Several people in red and white uniforms are playing a trumpet, with a group of people talking. People in red and white play",A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of .
113,"a huddle , a fucked up , a pathetic , huh? http://blip.f",A woman is painting a mural of a woman's face. There is a woman painting for fun.
114,a reed on a railroad track to show up at a baseball game. A reed on a railroad track,A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse sn.
115,a huddle a huddle a huddle a huddle A huddle a huddle with,Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike
116,Trying to find a better way to celebrate my grad's success in college! http://plurk.com/p/x,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."
117,A woman and a woman are standing next to a glass wall. Two women are walking on the other side of her house.,The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is standing in front of passengers.
118,a lone blond woman expressing a cheerleader. A lone blond woman is giving the cheerleader.,The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.
119,A man is standing on his kayak in an open river. a group of people wait to pass,The girls walk down the street. Girls were going to the park.
120,Two people are posing for a picture in a public place. Two people pose for a new video to show on TV.,A man of the cloth puts a black substance on a man's forehead. The men are at church.
121,A man with an orange shirt is sitting on his left arm and he is sharpening something. Two men with an orange shirt are talking.,A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.
122,"Laughing with my friends, he got a little ice cream! http://blip.fm/7oz8",a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house'.
