,predictions,reference
0,"atmosphere, high-tech computer graphics and hero-girl makeup , hip-hop vibes and American Beauty",Fuck this economy. I hate aig and their non loan given asses.
1,@taylorswift13 I'm glad to see your tweet! I think u've made a me.,Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM
2,@kristymcfly my friend was trying to get the iphone app on it but it was accused of spying on me and,"dear nike, stop with the flywire. that shit is a waste of science. and ugly. love, @vincent."
3,"Trying to find a solution to my problem, but I have no access to the internet...I'm working on a new OS","@ludajuice Lebron is a Beast, but I'm still cheering 4 the A..til the end."
4,"Trying to find a new chemistry lab , MUSIC IDEAS , and FUCK! http://blip.",need suggestions for a good IR filter for my canon 40D ... got some? pls DM
5,"@taylorswift13 oh, I'm in the mood for you today! Hope you get a shower",omg so bored &amp; my tattoooos are so itchy!! help! aha =)
6,"a rocky , rocky , rocky , rocky ... with all the excitement of my life http://plurk","@sekseemess no. I'm not itchy for now. Maybe later, lol."
7,a tumbling : a tumbling : a tumbling : a tumbling : a,"Blah, blah, blah same old same old. No plans today, going back to sleep I guess."
8,a pond pond pond pond pond pond pond pond pond pond pond pond pond pond,"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf"
9,http://twitpic.com/7g1nm - This is the first time I ever come to Mexico...I want a cat,?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg
10,@emosa I know! That is really disappointing. Thanks for the advice,On my way to see Star Trek @ The Esquire.
11,he reveals his frustration with israel and russian culture,Going to see star trek soon with my dad.
12,Rocking a few more songs for the summer! I cant wait for you in this pic .,Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50
13,the storm is over. i miss the worlds worst! http://twitpic.com/3gwrj,omg. The commercials alone on ESPN are going to drive me nuts.
14,"it was the only thing that could fit in the trenches, but it was the tuxedo of the tennis shoes.",@morind45 Because the twitter api is slow and most client's aren't good.
15,"a saturday , a saturday , a saturday &amp; a s","Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Ui."
16,@Taylor_Hall haha. Im in the mood for all of our stuff. &amp; now its all on.,New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT
17,a luv a tuxedo a tuxedo a tuxedo,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(
18,@AliaFalcone It is that time of year! A massive thunderstorm at the US Open this weekend is in September!,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given."
19,"hey , i gotta see a movie with my heart! Stupid Kreutz",needs someone to explain lambda calculus to him! :(
20,"went to work, went to work, went to work, went to work, went to the theater!! I wish there was one window open! WOW","NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9"
21,a distorted picture of a baseball player with a bright red and white arrow in his mouth The arrow is pointing.,New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo
22,The Rattles aint a good night...poor Timms ppl,Damn you North Korea. http://bit.ly/KtMeQ
23,capturing a summer of heightened intimacy with Yuri! &amp;,Can we just go ahead and blow North Korea off the map already?
24,"When it is raining, you are filling a small crustacean, or grinding an oil! Cold, hot, and delicious! Come","North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl"
25,"arguing with russians and russians, arguing with russians and what seems to be wrong",Why the hell is Pelosi in freakin China? and on whose dime?
26,Damn a rainy day? Goin to the park - I'm sooo pissed ! http://tin,"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a hand."
27,"a chemistry hollywood , whereas there is no effort",insects have infected my spinach plant :(
28,"a pumped , kinetic energy that echoes american cinema","just got back from church, and I totally hate insects."
29,http://twitpic.com/5w7nm - I would like to be there today but it is almost no more than a,"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good..."
30,"hehe, I'm at work with artichoe. MUSIC &amp; pyrotechnic","Higher physics exam tommorow, not lookin forward to it much :("
31,gonna sleep after a long week of packing. Hope the kids don't have a nice blanket and ready to vote tomorrow.,"It's a bank holiday, yet I'm only out of work now. Exam season sucks:("
32,"a huddle , a huddle , a huddle , A huddle ... NEW MORN",Cheney and Bush are the real culprits - http://fwix.com/article/939496
33,"a pond pond surrounded by spectators. a pond surrounded by spectators, a pond surrounded by people",Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #h.
34,a d &gt; a soooo tired. It's raining and I'm going to sleep. #,"Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.."
35,"Having a horoscope today, wishing the sun went out to the rest of my body. Hm",is Twitter's connections API broken? Some tweets didn't make it to Twitter...
36,oh i have a hat with my shoes and a hat with my sexy luv,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :("
37,"a montage of American Graffiti, a distorted picture of American Graffiti. a distorted picture of American Graf",jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631
38,"a pillar a pillar a pillar, a pillar with all the food and energy it wants to be SUCH A","Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8"
39,@paulse #friday is the only thing that can be said about men and women ... should be less than 10,"Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50o."
40,@Lossa_Bliss http://twitpic.com/6drko - I'm so sorry,going to see the new night at the museum movie with my family oh boy a three year old in the movies fuin
41,@KatiePawny I guess you're feeling better now thanks for following me babes!,Just saw the new Night at the Museum movie...it was...okay...lol 710
42,to do so fare in Daston Airport! Have to,Going to see night at the museum 2 with tall boy
43,@StormaBeats i saw a rumor and a rumor from @Storma,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Still.
44,@tweet I have one of those APIs to use. Thanks for sharing my knowledge,Taking Katie to see Night at the Museum. (she picked it)
45,&quot;She Wants To Be With My Hustle&quot; But I don't want to be with @Katz,Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL
46,@doteh http://plurk.com/p/11n8i can't recommend it though. I wish I could,Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.
47,"a pond , a pond , a pond , a pond ... a pond ...",@jdreiss oh yes but if GM dies it will only be worth more boo hahaha
48,Got a manicure! Gorgeousness!! Wish I could give me a shout out. Gorgeousness!!,Time Warner cable is down again 3rd time since Memorial Day bummer!
49,@dawney yeah! I'm going to see you in a few weeks...the whole thing is gone. Goodnight,NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner
50,"a rotten icon , but his sense of humor is rooted in his original idea",time warner has the worse customer service ever. I will never use them again
51,Love Story &lt;-Saxophone = Unbelievable. This was a love story.,Time warner is the devil. Worst possible time for the Internet to go out.
52,Its summer ... I wanna go to church. I'm gonna wake up and play music in my ears! Almost 100 followers,is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!
53,"@seanadotcom I know, but I have to do it all over again! http://myloc.me/2l",Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595.
54,"a notch , a notch , and a surprisingly solid sophomore flick .",Time Warner Cable slogan: Where calling it a day at 2pm Happens.
55,@sarahbritcher I couldn't find the link to you when she was offered to get an iPhone. I was able to,"Rocawear Heads to China, Building 300 Stores - http://tinyurl.com/nofet3"
56,"&amp; I should say that : Hopefully it will be good for me, so if I put my phone off, let me","Three China aerospace giants develop Tianjin Binhai New Area, 22.9 B yuan invested http://bit.ly/."
57,Happy Birthday to Andy Lander on the Radio. Fast-to-video video for the 21st of July! woo!,http://xi.gs/04FO GM CEO: China will continue to be key partner
58,a lone wolf posing with another wolf posing with another wolf posing with another wolf pos,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzl.
59,"@taylorswift13 I know, but it's not even a dime",Recovering from surgery..wishing @julesrenner was here :(
60,"a &gt; a , a , a , a , a &amp; another",Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
61,"a dazzling , absorbing documentary centered on america 's struggle with AIDS .",@kirstiealley my dentist is great but she's expensive...=(
62,"a lone blond woman expressing a feeling of hope, a lone blond woman expressing a",@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogden.
63,"a rocky vista , with a rocky vista , in the middle of the night GROUND",NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx
64,"oh shit! i'm just drained today, don't want to wake up this arse",just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR
65,"@MelissaGirl I have a lot to do tonight, and now im lonely",Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.
66,a montage with a pixelated picture of a baseball player. a montage with a pixelated picture,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796
67,"a montage of ice cream , a cigarette , a cigarette &amp; lots of blue shoes.",luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked.
68,@stym I am looking at the pics of you on facebook,Did not realize there is a gym above Safeway!
69,"a chilly , chilly , energized movie with a noticeable sense of humor ? http://blip.fm","@XPhile1908 I have three words for you: ""Safeway dot com"""
70,a rocky premise with a solid chemistry between his fans ... Y,Found a safeway. Picking up a few staples.
71,"a runner , a runner , and a brighter eyelid !",Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w
72,a notch stacked against the computer . i love this movie,The safeway bathroom still smells like ass!
73,@HenryPink Hmm...I had to go to college. I miss you u guys!,"At safeway on elkhorn, they move like they're dead!"
74,washes the woodwork. i should be treated to the peeps. BEWARE! &lt;3.,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O
75,@mrsluv That is so sad. I wanna go to church tomorrow. All of my friends are in the rain.,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
76,"Almost done with the last episode of The Tonight Show. That was supposed to be a good spoof, but the leftovers",Launched! http://imgsearch.net #imgsearch #ajax #jquery #webapp
77,Shame is not cool. Just got home from work. Argh. Time for a nap tomorrow and I'm sick,RT @jquery: The Ultimate jQuery List - http://jquerylist.com/
