cosine_similarities_X_Y_COS,cosine_similarities_X_Y_test_COS,cosine_similarities_X_Y_COS_LOSS,cosine_similarities_X_Y_MSE_LOSS,cosine_similarities_X_Y_test_COS_LOSS,cosine_similarities_X_Y_test_MSE_LOSS,rouge_results_X_vs_gold_rouge1_f,rouge_results_X_vs_gold_rouge2_f,rouge_results_X_vs_gold_rougeL_f,rouge_results_Y_vs_gold_rouge1_f,rouge_results_Y_vs_gold_rouge2_f,rouge_results_Y_vs_gold_rougeL_f,rouge_results_X_vs_Y_rouge1_f,rouge_results_X_vs_Y_rouge2_f,rouge_results_X_vs_Y_rougeL_f,reg,regm,train
0.7086488604545593,0.39426276087760925,0.29135122895240784,64.26282501220703,0.6057372689247131,6.8506059646606445,0.09407595625945894,0.004088563851639815,0.08334129320418508,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.08183703942366705,0.0023856934383692826,0.07534025627409673,0.08,0.007,100
0.708565890789032,0.3945799767971039,0.2914341688156128,30.216875076293945,0.6054200530052185,3.3327226638793945,0.08694336421259383,0.00292816786170662,0.07533482005239311,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.0838799840850228,0.00283878654562737,0.07424151499199103,0.08,0.009,100
0.7086786031723022,0.3956182897090912,0.29132139682769775,1.0465246438980103,0.6043817400932312,0.11611918359994888,0.11339442802710568,0.009944583585581881,0.09513716535404666,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.11300692028029108,0.008018171921784589,0.09625552139506223,0.1,0.009,100
0.7088897228240967,0.3944697976112366,0.29111024737358093,10.371896743774414,0.6055302023887634,1.028140902519226,0.09156521643699994,0.005164015290764688,0.07908852808866738,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.08519194519622139,0.0040634827384963875,0.0757991048957857,0.1,0.001,100
0.7087336778640747,0.39392104744911194,0.2912663221359253,146.10057067871094,0.6060789227485657,15.024487495422363,0.0971021598509853,0.005365606887175611,0.0845154605596278,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.08286302223755225,0.004506766467736318,0.07600300217397017,0.08,0.005,100
0.7077314257621765,0.3928305506706238,0.2922685146331787,3623.36279296875,0.607169508934021,356.1611328125,0.11247192712442967,0.002876957017690423,0.09563220019704097,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.09063717792071521,0.001989974742245392,0.08072233751450236,0.07,0.004,100
0.7062029242515564,0.3910178244113922,0.2937971353530884,1648348.75,0.6089821457862854,144417.25,0.11877422581363443,0.0020166789575384574,0.10090089639924493,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.09445569183467287,0.0011433124346917451,0.08266417151951973,0.06,0.001,100
0.708607017993927,0.3944242596626282,0.291392982006073,43.72407531738281,0.6055757403373718,4.742257118225098,0.08367521808935904,0.003966402467672332,0.07301348058241061,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.07298842218301342,0.0027334582371803277,0.06735458997910786,0.08,0.008,100
0.7061033844947815,0.39154961705207825,0.2938966453075409,289824.40625,0.6084504127502441,26830.455078125,0.13030640046685205,0.0038197832593736877,0.10872218062676367,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.10180678972823162,0.002526906906709738,0.08634493757434004,0.06,0.003,100
0.7014048099517822,0.3905550241470337,0.2985953390598297,237318336.0,0.6094449758529663,23403974.0,0.11873494496596754,0.005107605283860322,0.10347301468758402,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.0898599014738755,0.004064741500195145,0.0790535677242793,0.04,0.007,100
0.6988226175308228,0.389801561832428,0.30117788910865784,5814705717248.0,0.610198438167572,538822508544.0,0.11393897168134572,0.0016590728363662652,0.10259360615094736,0.7443278060761083,0.6787489192369293,0.7300121887720072,0.08194748920028694,0.0005976430976430975,0.07606923957727052,0.03,0.006,100
