,predictions,reference
0,a distorted picture of america versus america versus america ? FUCK ME! LUCK ME,Fuck this economy. I hate aig and their non loan given asses.
1,@taylor_park aw! i think that's right! and they got to see your tweet at work!,Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM
2,It's going to be a tough day...tweet! But I still haven't had enough sleep for a whole,"dear nike, stop with the flywire. that shit is a waste of science. and ugly. love, @vincent."
3,@jessymcfly You're welcome to this brutally nasty body-fighting environment by @Meliss,"@ludajuice Lebron is a Beast, but I'm still cheering 4 the A..til the end."
4,a rocky rocky rocky rocky rocky rocky rocky rocky rocky rocky rocky rocky rocky rocky,need suggestions for a good IR filter for my canon 40D ... got some? pls DM
5,"Getting pumped , pumped , pumped , pumped &amp; pumped to @PeterRouge",omg so bored &amp; my tattoooos are so itchy!! help! aha =)
6,a ponder of beauty : a ponder of healthy living : a ponder of universal health :,"@sekseemess no. I'm not itchy for now. Maybe later, lol."
7,", , , , , , &gt; http://plurk.com/p/xo2","Blah, blah, blah same old same old. No plans today, going back to sleep I guess."
8,a tv n a tv show. i need to get all of that from @Nataliehl,"glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf"
9,A group of people gather together to rest at a park with a baseball cap on the back. A group of mecchills rest,?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg
10,"absorbing , aesthetically pleasing and absorbing , grotesque movie",On my way to see Star Trek @ The Esquire.
11,a pixelated spectacle of faith and ambition !,Going to see star trek soon with my dad.
12,found a hole in the ground ? Ugh ... Featured Feature &amp; ICE,Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50
13,a rocky vista surrounded by some good actors and music from the Renaissance ... Yeezy !,omg. The commercials alone on ESPN are going to drive me nuts.
14,@DavidArchie I'm my world's greatest artist @MatthewZombie I LOVE Diversity,@morind45 Because the twitter api is slow and most client's aren't good.
15,a concert with a camera lens on it. a concert with a camera lens on it. a concert with a camera lens,"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Ui."
16,"a montage of ideas, a montage of ideas, an impromptu study, and laughter. people were laughing",New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT
17,a roh a roh a cellular signal is forming. A cellular signal is forming outside,RT @SmartChickPDX: Was just told that Nike layoffs started today :-(
18,a runner demonstrating his knowledge of history with a runner. a runner demonstrating his knowledge of history with a,"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given."
19,@Kev_Kartz you read the art of your dancers x,needs someone to explain lambda calculus to him! :(
20,"@pahnie is headed out to the pool with david and paul. well, i think we should go for","NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9"
21,"a ponder of laughter , a ponder of laughter , and great expectations . Stupid universe",New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo
22,"eagle , you should add up to a few more hours later here .",Damn you North Korea. http://bit.ly/KtMeQ
23,"a rocky , ludicrous collegiate comedy .",Can we just go ahead and blow North Korea off the map already?
24,if i missed the &quot;make a hole in the ear&quot;! .. well maybe not..,"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl"
25,"a pronounced satire , a grotesque rip-off of russian culture .",Why the hell is Pelosi in freakin China? and on whose dime?
26,@Melissa_xxx Yay I'm a bit mad at me...I think btw haha,"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a hand."
27,Several American athletes with Adidas Adidas looked skeptically disappointed . Stupid Olympics,insects have infected my spinach plant :(
28,95 degrees out of Washington and 95 degrees out of Washington. People are currently working.,"just got back from church, and I totally hate insects."
29,oh! http://twitpic.com/6g2rx - OMG! i thought it was @David,"I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good..."
30,"a grouchy ripoff of america 's greatest hits with humor and no doubt ,","Higher physics exam tommorow, not lookin forward to it much :("
31,"a blond woman examining a structure. a blond woman examines a structure, a blond woman","It's a bank holiday, yet I'm only out of work now. Exam season sucks:("
32,i thought i was a jerk. but it wasn't the worst of adolescence since dvd,Cheney and Bush are the real culprits - http://fwix.com/article/939496
33,a chihuahua! a chihuahua! a chihua artist,Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #h.
34,"@Simonasa i'm sorry, you haven't eaten in the US for a bit. I love this","Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.."
35,"a pronounced satire , a mediocrity , and a strong sense of humor",is Twitter's connections API broken? Some tweets didn't make it to Twitter...
36,it is gonna be a loooong time! http://twitpic.com/6rgw - !,"i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :("
37,@ms_faye OMG...i'm soo excited for the sun to come out... tmrw!,jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631
38,"a montage of ice skating , a rocky ice , a rocky rocky ice &amp","Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8"
39,", i 'm not sure if that sucks or sucks right now, it's not even funny","Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50o."
40,a lone blond woman examining a wall with her eyes closed. a lone blond woman examines,going to see the new night at the museum movie with my family oh boy a three year old in the movies fuin
41,@drewsharris i mean to you too. i'll be there for the rest of tho!,Just saw the new Night at the Museum movie...it was...okay...lol 710
42,ill and ill at the same time serving mediocre,Going to see night at the museum 2 with tall boy
43,a lone hoodie shaped like a tennis ball. a lone hoodie shaped like,I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Still.
44,"a dazzling , absorbing movie with a noticeable sense of humor and rigor .",Taking Katie to see Night at the Museum. (she picked it)
45,@DavidArchie @FrankieKardashian I couldn't go out! We tried to fuck it,Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL
46,"a baseball game, a baseball game, an indoor soccer game, and lots of surprises. A baseball game! http://blip.f",Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.
47,a concert with my friends at a festival http://twitpic.com/6rxoz - a concert with a,@jdreiss oh yes but if GM dies it will only be worth more boo hahaha
48,is preparing to move on from this film. Hungry in the process of returning from this film Huh,Time Warner cable is down again 3rd time since Memorial Day bummer!
49,"a rumor , a rumor , a rumor , a rumor &amp;",NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner
50,I'm still drooling. i can't seem more famous,time warner has the worse customer service ever. I will never use them again
51,"a grouching , pathetic , and pathetic . Stupid movie with my eyes bulging",Time warner is the devil. Worst possible time for the Internet to go out.
52,"of a case of problems that are not easy to explain or describe in this simple, e.g., or even easy to describe in",is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!
53,just got home from a bit of coffee...I'm in the mood for some @suzanne_pizza &l,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595.
54,No sex with a blonde tummy ache NO GO SUN!!!,Time Warner Cable slogan: Where calling it a day at 2pm Happens.
55,"Wow, my little boy is playing with his iPod touch http://twitpic.com/6f1k2 - Makes me like Pop","Rocawear Heads to China, Building 300 Stores - http://tinyurl.com/nofet3"
56,a concert with a woman looking at a baseball game. a concert with a woman looking at a soccer ball. a,"Three China aerospace giants develop Tianjin Binhai New Area, 22.9 B yuan invested http://bit.ly/."
57,"a rocky , bloated , and sloppy funk with a noticeable lack of humor",http://xi.gs/04FO GM CEO: China will continue to be key partner
58,a huddle a huddle a huddle a huddle a huddle A huddle,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzl.
59,"expressing a sensitivity to his idiosyncratic ideas , and a strong sense of humor",Recovering from surgery..wishing @julesrenner was here :(
60,hahahhhh! I still have a lot of coffee in my room. I think i bought a pair of glasses and a,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
61,i ate a tan . i ate a tan . ohhh,@kirstiealley my dentist is great but she's expensive...=(
62,"@TheWolfs I don't want to go there...I only had 4Ghosts,&gt;4G",@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogden.
63,I think im the only one on my mind. yeah. I have to be with me. #squarespace,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx
64,"a montage , a montage , and a lining of shoes. a montage",just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR
65,"In the rain, my house is a mess. now it's summertime for me to go on my bed",Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.
66,"Only one person is sitting on the corner of their bed, with only their eyes closed. Nobody is sitting on the corner of their bed, with blood",Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796
67,I'm sooo tired...she is off to be alright...&quot;I'm mad!&quot; http://,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked.
68,a notch compared to other welter flicks .,Did not realize there is a gym above Safeway!
69,", allowing a ponderous , lurid examination of what FB is supposed to mean","@XPhile1908 I have three words for you: ""Safeway dot com"""
70,"a LOT of hype , but there was a dazzling future! Stupidity",Found a safeway. Picking up a few staples.
71,"Three Days, Six Days, SUNDAYS! The last day of a long night at Golden Retriever!",Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w
72,I've been here for a while. It isn't,The safeway bathroom still smells like ass!
73,@taylor_ i can't.. and i will have to shut down..,"At safeway on elkhorn, they move like they're dead!"
74,"@soadi I wish I was there, but I have no idea how much I want to read the new Angels of Life.",Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O
75,Good morning everyone! &amp; good luck with your play!! Getting better with your music &amp; feeling better with your s,Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic
76,"a montage with a camera lens, a montage with a baseball game. a montage with a",Launched! http://imgsearch.net #imgsearch #ajax #jquery #webapp
77,"@prettyy I'm having a lot of fun today, then. Just can't make it to church with me.",RT @jquery: The Ultimate jQuery List - http://jquerylist.com/
78,http://twitpic.com/7dj0 - My landlords are my tenants!!! I promise,@anna_debenham what was the php jquery hack?
79,a raft forming a new wave of incoming thunderstorms. a raft forming a fresh wave of old thunderstorms,jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/
80,"@TheEllenShow If only we could have been there, then I'd be stuck out around the corner to see Captain Flying",Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e.
81,"a distorted picture of israel , and what he is gonna do with his humor",Warren Buffet on the economy http://ping.fm/Lau0p
