cosine_similarities_X_Y_COS,cosine_similarities_X_Y_test_COS,cosine_similarities_X_Y_COS_LOSS,cosine_similarities_X_Y_MSE_LOSS,cosine_similarities_X_Y_test_COS_LOSS,cosine_similarities_X_Y_test_MSE_LOSS,rouge_results_X_vs_gold_rouge1_f,rouge_results_X_vs_gold_rouge2_f,rouge_results_X_vs_gold_rougeL_f,rouge_results_Y_vs_gold_rouge1_f,rouge_results_Y_vs_gold_rouge2_f,rouge_results_Y_vs_gold_rougeL_f,rouge_results_X_vs_Y_rouge1_f,rouge_results_X_vs_Y_rouge2_f,rouge_results_X_vs_Y_rougeL_f,reg,regm,train
0.9070149064064026,0.7387487888336182,0.09298501163721085,1181.75341796875,0.26125121116638184,153.8418731689453,0.04228662971540295,0.001097920973427976,0.04077287856980636,0.0016609147248746803,0.0,0.0016609147248746803,0.0,0.0,0.0,0.08,0.007,100
0.9069791436195374,0.7425523400306702,0.09302091598510742,540.8944702148438,0.25744765996932983,76.63868713378906,0.04259311246440541,0.001181811282797189,0.04044679684098785,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.08,0.009,100
0.9074243307113647,0.7410529255867004,0.09257567673921585,15.82763957977295,0.25894710421562195,1.9907662868499756,0.04286496671737474,0.0011757994614538315,0.040886857481401674,0.0016609147248746803,0.0,0.0016609147248746803,0.027466056337282954,0.016673789969215615,0.027466056337282954,0.1,0.009,100
0.9075033664703369,0.7270445823669434,0.09249662607908249,171.35150146484375,0.27295544743537903,17.567371368408203,0.04623571232829416,0.0015832052867651206,0.044122220726803614,0.0016609147248746803,0.0,0.0016609147248746803,0.0,0.0,0.0,0.1,0.001,100
0.9070524573326111,0.7344954013824463,0.0929475873708725,2773.304443359375,0.26550453901290894,329.8701171875,0.042869695391171414,0.0016858955380200259,0.04045370577016434,0.0016609147248746803,0.0,0.0016609147248746803,0.0016285714285714287,0.0,0.0016285714285714287,0.08,0.005,100
0.9067063927650452,0.7313849925994873,0.09329355508089066,79869.3671875,0.2686150372028351,8762.2373046875,0.04217181586628858,0.0014315528314738906,0.0384854926148713,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.07,0.004,100
0.9063742160797119,0.719633936882019,0.09362581372261047,48016604.0,0.28036606311798096,4159896.75,0.04132067202246134,0.0007020843645163065,0.039840343748370206,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.06,0.001,100
0.9069968461990356,0.740704357624054,0.09300314635038376,792.8504028320312,0.2592957019805908,107.75997924804688,0.040424135167448895,0.0023682203860526134,0.039603251564585315,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.08,0.008,100
0.9063082933425903,0.7269169688224792,0.09369169920682907,7811102.5,0.2730830907821655,767882.5,0.03935182337746689,0.0012320955972489763,0.03768096701277053,0.0016609147248746803,0.0,0.0016609147248746803,0.0003190476190476191,0.0,0.0003190476190476191,0.06,0.003,100
0.9052455425262451,0.7387402057647705,0.09475462883710861,8656764928.0,0.26125967502593994,1025905472.0,0.03042921770108543,0.0006029693486590039,0.029398111998881933,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.04,0.007,100
0.9048411846160889,0.7338895201683044,0.09515887498855591,320134010896384.0,0.26611050963401794,33449077374976.0,0.031801397005199884,0.0007632045539380365,0.030577814617904497,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.03,0.006,100
0.9049961566925049,0.7102571129798889,0.09500386565923691,1.5007185829003002e+19,0.2897428572177887,1.0726279500015862e+18,0.03924559129020897,0.000992819455684777,0.038225555770173454,0.0016609147248746803,0.0,0.0016609147248746803,0.00020000000000000004,0.0,0.00020000000000000004,0.03,0.002,100
0.9056622385978699,0.7444626688957214,0.09433769434690475,4715947.0,0.2555372714996338,660536.1875,0.032713563544636684,0.001079795302106816,0.031237792248380646,0.0016609147248746803,0.0,0.0016609147248746803,0.00020408163265306123,0.0,0.00020408163265306123,0.05,0.009,100
0.9051875472068787,0.7452245354652405,0.09481239318847656,780386304.0,0.2547754943370819,108098680.0,0.030896974463635346,0.0008893191116306254,0.030120298024526964,0.0016609147248746803,0.0,0.0016609147248746803,0.00020408163265306123,0.0,0.00020408163265306123,0.04,0.009,100
