cosine_similarities_X_Y_COS,cosine_similarities_X_Y_test_COS,cosine_similarities_X_Y_COS_LOSS,cosine_similarities_X_Y_MSE_LOSS,cosine_similarities_X_Y_test_COS_LOSS,cosine_similarities_X_Y_test_MSE_LOSS,rouge_results_X_vs_gold_rouge1_f,rouge_results_X_vs_gold_rouge2_f,rouge_results_X_vs_gold_rougeL_f,rouge_results_Y_vs_gold_rouge1_f,rouge_results_Y_vs_gold_rouge2_f,rouge_results_Y_vs_gold_rougeL_f,rouge_results_X_vs_Y_rouge1_f,rouge_results_X_vs_Y_rouge2_f,rouge_results_X_vs_Y_rougeL_f,reg,regm,train
0.7876309156417847,0.5181806087493896,0.21236898005008698,741.0535888671875,0.4818194508552551,100.12844848632812,0.04062463409925485,0.0,0.03941407515846736,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.08,0.007,100
0.7876313924789429,0.5197423696517944,0.21236863732337952,343.1430358886719,0.48025763034820557,48.10462951660156,0.043017023259218884,0.0005889830508474576,0.0417536179109452,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.08,0.009,100
0.7796879410743713,0.5252713561058044,0.22031205892562866,11.282705307006836,0.47472867369651794,1.5686618089675903,0.04110284690920294,0.0007294486215538848,0.03939236624632886,0.0016609147248746803,0.0,0.0016609147248746803,0.04454251546741678,0.02738059954017591,0.04404251546741678,0.1,0.009,100
0.7795533537864685,0.5201454162597656,0.2204466611146927,116.57007598876953,0.4798545837402344,14.57859992980957,0.045450131878714224,0.00034493012191495683,0.04349153352337574,0.0016609147248746803,0.0,0.0016609147248746803,0.0006000000000000002,0.0,0.0006000000000000002,0.1,0.001,100
0.7876288890838623,0.5165402293205261,0.21237102150917053,1713.4381103515625,0.4834597706794739,222.79757690429688,0.045090315778486045,0.00034493012191495683,0.043541816589243144,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.08,0.005,100
0.7905215620994568,0.5115540027618408,0.2094784528017044,45011.53125,0.4884459972381592,5616.10009765625,0.04332765040358222,0.001259968102073365,0.04223814503095525,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.07,0.004,100
0.7924450635910034,0.5037311315536499,0.20755496621131897,22832614.0,0.4962688684463501,2590443.25,0.04403003336787659,0.0006897577081218534,0.043469606375882694,0.0016609147248746803,0.0,0.0016609147248746803,0.0006001600640256104,0.0,0.0006001600640256104,0.06,0.001,100
0.7876314520835876,0.5189716219902039,0.21236860752105713,500.2624206542969,0.48102837800979614,68.86478424072266,0.04357310065656961,0.00016949152542372877,0.04162597004875751,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.08,0.008,100
0.7924033403396606,0.5059896111488342,0.20759668946266174,3884259.5,0.49401041865348816,462885.6875,0.040235005731038935,0.0003508771929824561,0.03949032794461887,0.0016609147248746803,0.0,0.0016609147248746803,0.0005960784313725491,0.0,0.0005960784313725491,0.06,0.003,100
0.7922602891921997,0.5031780004501343,0.20773977041244507,3477961472.0,0.49682196974754333,452507968.0,0.04174673020278998,0.00037151702786377707,0.04107921943571373,0.0016609147248746803,0.0,0.0016609147248746803,0.0003960784313725491,0.0,0.0003960784313725491,0.04,0.007,100
